plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_up_dir	6h_up_dff	6h_up_scat	6h_bottom_dir	6h_bottom_dff	6h_bottom_scat	6h_totalPPFD	
1.0	1.0	-2.0	5.0	0.0	2.9	0.11	2.56	3.8	0.11	2.44	3.8	0.11	2.56	1.5	0.0	0.1	0.055	0.0	0.0	0.0	0.0	0.0	147.56	147.56
1.0	1.0	-2.0	5.0	0.0	2.9	0.11	2.56	2.9	0.0	2.63	3.8	0.11	2.56	1.5	0.0	0.1	0.058	0.0	38.78	73.22	0.0	0.0	0.0	112.00999999999999
1.0	1.0	-2.0	5.0	0.0	2.9	0.0	2.63	3.8	0.11	2.56	3.8	0.0	2.62	1.5	0.0	0.1	0.0552	0.0	0.0	0.0	0.0	40.79	198.79000000000002	239.58
1.0	1.0	-2.0	5.0	0.0	2.9	0.0	2.63	2.9	-0.11	2.56	3.8	0.0	2.62	1.5	0.0	0.1	0.058	0.0	0.0	106.82000000000001	0.0	0.0	0.0	106.83
1.0	1.0	-2.0	5.0	0.0	2.9	-0.11	2.56	3.8	0.0	2.62	3.8	-0.11	2.56	1.5	0.0	0.1	0.0552	0.0	0.0	0.0	0.0	81.58	232.55	314.13
1.0	1.0	-2.0	5.0	0.0	2.9	-0.11	2.56	2.9	-0.11	2.44	3.8	-0.11	2.56	1.5	0.0	0.1	0.0577	0.0	77.96	225.18	0.0	0.0	0.0	303.13
1.0	1.0	-2.0	5.0	0.0	2.9	-0.11	2.44	3.8	-0.11	2.56	3.8	-0.11	2.44	1.5	0.0	0.1	0.055	0.0	0.0	0.0	0.0	0.0	192.41	192.41
1.0	1.0	-2.0	5.0	0.0	2.9	-0.11	2.44	2.9	0.0	2.37	3.8	-0.11	2.44	1.5	0.0	0.1	0.058	0.0	232.7	235.23999999999998	0.0	0.0	0.0	467.94
1.0	1.0	-2.0	5.0	0.0	2.9	0.0	2.37	3.8	-0.11	2.44	3.8	0.0	2.38	1.5	0.0	0.1	0.0552	0.0	0.0	0.0	0.0	81.58	117.53	199.11
1.0	1.0	-2.0	5.0	0.0	3.8	0.0	2.38	3.8	0.11	2.44	4.71	0.0	2.38	1.5	0.0	0.1	0.0552	0.0	40.75	137.91000000000003	0.0	0.0	0.0	178.65
1.0	1.0	-2.0	5.0	0.0	3.8	0.11	2.44	4.71	0.0	2.38	4.71	0.1	2.44	1.5	0.0	0.1	0.0526	0.0	0.0	0.0	0.0	171.15	245.95	417.09999999999997
1.0	1.0	-2.0	5.0	0.0	3.8	0.11	2.44	3.8	0.11	2.56	4.71	0.1	2.44	1.5	0.0	0.1	0.0551	0.0	81.69	210.3	0.0	0.0	0.01	292.0
1.0	1.0	-2.0	5.0	0.0	3.8	0.11	2.56	4.71	0.1	2.44	4.71	0.1	2.56	1.5	0.0	0.1	0.0524	0.0	0.0	0.0	0.0	0.0	247.43	247.43
1.0	1.0	-2.0	5.0	0.0	3.8	0.11	2.56	3.8	0.0	2.62	4.71	0.1	2.56	1.5	0.0	0.1	0.0552	0.0	122.24	105.67	0.0	0.0	0.0	227.91000000000003
